"Timestamp","Career_Stage","Yr_lead","Yr_field","Yr_super","Where","Before_ActPhys","During_ActPhys","Before_ActInter","During_ActInter","After_act","Volunteer","Success","Challenges","Gen_Advice","Resources_grad","Policies","Other"
"2021/12/12 7:48:23 PM CST","Postdoctoral researcher",7,3,0,"Semi-remote (ie, wildlands near cities)","First aid kit, whistles for all persons","Health conversations, open communication ","Talk to students, introduce boundaries ","Same as above ","Seeing projects through with students","I don’t ","Open communication, accommodate students needs ","Unexpected danger in the field ","Be prepared for situations you don’t expect to be in ","None that I know of","No ","None"
"2021/12/13 2:08:04 PM CST","Graduate Student",2,5,0,"Semi-remote (ie, wildlands near cities)","cover protocol in advance/cover questions, make a check list of safety items needed before leaving each day, make sure everyone is comfortable with their assigned role ","constant communication, making sure people know how to use equipment properly/demonstration, making sure they know where the safety box is","make sure everyone is familiar/amicable with each other, promote teamwork with bonding activities, respect people's physical/mental limitations out in the field ","have individuals talk out potential issues (yelling doesn't solve anything), make sure everyone is included in decisions if things don't go as planned, having small breaks (ie lunch) where people can regroup/reenergize ","keeping anyone who wants to be in the loop on results in contact, thanking everyone for their hard work/acknowledgement, providing post field assistance (i.e. a rec letter)/forming connections","a bit more flexibility and less responsibility for volunteers, likely not giving them anything that the project would depend upon if correct/incorrectly conducted","communication, listening, flexibility ","hostility, single-decisioned actions, ","It's just like riding a bike, it will be bumpy at first but once you figure out how your group responds well to your teaching, things will smooth out. Don't be afraid to figure things out as you go, as we can't always plan for every scenario, but try and be prepared for unexpected events as best you can. Always check in with assistants at least 1/2 times a day. ","Probably just general readings on how to be a good leader","",""
"2021/12/13 2:14:31 PM CST","Graduate Student",1,4,0,"Semi-remote (ie, wildlands near cities)","1) creating a safety plan, with written copy in field vehicles, 2) assessing field crew members' safety knowledge and skills, 3) evaluating field site/region for potential safety risks/hazards","1) communicate clearly with field crew that safety is a priority, 2) encourage a culture of hydration and self-care rather than pushing beyond personal limits, 3) have a written safety plan in field packs/vehicles that includes directions to nearest healthcare and emergency phone numbers ","1) get to know crew members and build relationships, 2) ask crew members how you can be a good leader for them, 3)make a point to know crew members pronouns and any important aspects of their identities","make a point to check in with field crew, ask them for their input and ideas instead of being the all-powerful boss, call out issues when they come up and don't tolerate inappropriate behavior","follow up on any problems that arise, thank crew members, communicate clearly about your willingness (or not) to be a reference/support/resource in the future","volunteers get more flexibility in their time commitment and job duties according to their interests, and also get more support resources for finding paid work or professional development (my way of paying them without money). students gaining experience get tasks and expectations tailored to the sorts of experience they want. Paid assistants have a little less flexibility but also have more ownership of the project and decision-making power/responsibility. For all three, I do my best to offer professional development resources and support with the specific experience they want. ","clear communication, building a relationship with the crew, empathy and flexibility when needed, clear explanation of WHY we were doing everything we did, responsiveness to email/communication","overwork, poor communication, insufficient housing/travel support, constantly changing protocols, generally poor science practices, unreasonable expectations, very low pay","think about what you would want or appreciate as a crew member. Also remember that you and your crew are all humans with needs. Academia has a toxic culture of ""you work until you get it done"" even if your physical or mental health suffers, do your best to prioritize the health and safety of yourself and your crew over that one more bit of data. ","Not that I know of, I sort of figured it out from experience","Not that I know of, I sort of figured it out from experience","plan early. communicate with your advisor. talk to more experienced grad students in your lab about what did/didn't work for them, especially if you do field work in the same place- there might be little details (like, the housing at XX place is disgusting, or this place has great cheap field snacks and is right near our sites, or in July the black flies are horrendous for a couple weeks so make sure you have head nets) that they'll be the only ones who know"
"2021/12/13 2:15:00 PM CST","Postdoctoral researcher",9,1,1,"Semi-remote (ie, wildlands near cities)","Training and safety plan in place","Equipment upkeep and constant safety vigilance","Open communication and defining personal ""space""","Open communication and defining personal ""space""","Review of success, failures, and challenges of the season","More open to graduate students taking the lead. More diligent at providing learning opportunities to volunteers and graduate students. More diligent at providing leadership roles graduate students. Those opportunities may be offered to paid assistants, however, research and graduate student learning takes precedence. ","Open communication. Curiosity. Recognizing and utilizing individuals talents. Forgiveness of mistakes. Take advantage of learning/teaching moments. ","Poor communication and interpersonal relationships. Poor planning. Lack of method comprehension. ","Have fun, communicate well, use common sense, prepare prepare prepare. ","","",""
"2021/12/13 2:33:58 PM CST","Professional",5,5,0,"Remote environments","- schedule trainings in key skills/awarenesses needed relating to specific risks in location; talk with previous crew leaders who worked in same area; meet with crew members to make sure they are prepared and capable for the work ahead","daily check in with crew; decisions made on often an hourly basis that prioritise safety of crew; testing safety equipment even when not needed (e.g. mountain radio etc) ","meet to discuss objectives of the work; social meeting e.g. dinner out","Clear allocation of work and non-work roles; feedback to individuals where necessary","feedback to all individuals; review and edit safety procedures; consult with other field leaders for their experiences ","so tricky!!  I tended to treat them the same in the field/while on the job, but tended to grant volunteers fewer of the out-of-the field tasks (so they could just go and have fun during time off), and also work to get them free housing etc etc ","100% commitment to completely the task at hand, including during time off; deeply trusting all team members partly due to prior field working experience with most of them; mentorship from senior very experienced field workers","That none of us present (4 individuals) had any prior experience negotiating the particular risk at hand","Make sure you have thorough preparation before the field season both out of the field (policies, procedures) and in the field (experience of lay of the land etc), if possible talk to and go out to field with very experienced people before you begin.","I never used any!  ","A manual that is reviewed at least annually.","Make sure the work is not under-resourced.  There is enough pressure when juggling the safety vs. getting work done tension, when you throw in a third angle of pressure (financial) it can force short cuts that compromise safe decisions."
"2021/12/13 2:42:57 PM CST","Graduate Student",3,1,0,"Semi-remote (ie, wildlands near cities)","Pack extra of all safety equipment, write a safety guide for the field site","Comprehensive safety briefings every day, gentle correction of unsafe actions with clear explanations of what was wrong, taking time to monitor others working rather than focusing on your own work","Make the interpersonal environment of your project clear on recruiting materials, develop a clear policy for addressing issues of racism, sexism, and other bias in the field","Address issues (however small) early and often, set the tone with how you talk to your volunteers, and include interpersonal rules with safety rules","Review if/when mistakes and accidents happen and develop a plan to prevent them in the future, review safety materials and make changes as needed","Paid assistants receive more advanced training and I expect them to (after some time working with me) to help facilitate safety of volunteers","I had confidence in my abilities to lead the crew, I took the time to engage with my volunteers personally, and I spent enough time in the lead up gradually preparing rather than rushing to prepare","Not taking the time to anticipate potential struggles and plan to get around them, being distracted by my own lack of confidence","Confidence is key. Even if you don't feel it, try your best to fake it until you can get out of your own head. Take the time to talk to your adviser. If it's a new project, work together with them to develop a game plan. If it's an established project, ask about the pitfalls and communicate with the previous grad who ran the project when possible. The more time you can take to prepare, the better. Bring extras of EVERYTHING you might need.","","Having just a written copy of the field procedures can be really helpful. I strongly recommend grads and advisers work together to develop this. ",""
"2021/12/13 2:46:32 PM CST","Faculty Member",20,40,40,"Remote environments","risk assessment based on local, personal and collegial input, supplying possibly needed materials and tools, first aid and other training","knowing where people are, lesson learned discussions after incidents, periodic safety briefings","meeting the team, pre field get togethers, training on expected behabior and actions ","address conflict early, break up/rotate cliques, talk to everypne","follow up on issues, debrief, keep in contact afterwards","I expect more knowledge and initial competence from paid people","it was fun even when it was  not, everyone pitched in, no one got isolated","couples, sarcasm, shirking","embrace the hard stuff, talk about the unpleasant, empathize, lead by example","read up on servant leadership","it would be good if there were more efforts to train to lead and to commuicate",""
"2021/12/13 3:07:16 PM CST","Professional",1,10,0,"Semi-remote (ie, wildlands near cities)","1 Know the location and phone numbers of the nearest tire shop, auto repair shop, gas station, hospital/clinic, and police station. 2 Create a day (or longer) packing list to distribute to crew members so everyone is prepared with personal items they'll need for safety, comfort, and hygiene","1 Regular vehicle checks, ensuring spare tires, fire extinguishers, first aid kits, etc. are in place. 2 Reiterate regularly that crew members should take breaks as often as necessary to eat, drink water, cool off, catch their breath. ","1. Open lines of communication before the field season so that the crew leader and crew members aren't strangers on the first day of work. Encourage people to ask questions and offer helpful advice. 2. Ask crew members if they have any concerns about the work or work environment. 3. Ask crew members if they have the personal gear necessary for the work. Help them find solutions to fill in any gaps.","1. Involve everyone in the group in decision making regarding scheduling and work load when reasonable to give them all a chance to voice their concerns. 2. Keep a positive attitude (or fake a positive attitude, if necessary) to keep group morale high.","During and after the field season, provide positive feedback to the group and to individuals. Make sure they know that you appreciate their hard work.","I expect less of volunteers. I express more gratitude for any small amount of help a volunteer provides, while I expect students and paid assistants to work harder to be proficient and productive.","Leaders are organized, they invite input from the group regarding scheduling and work load while being decisive in making the final call, they are very hard working while having reasonable expectation for crew members, and they position themselves just slightly above crew members in the crew hierarchy - they know when to lead and they know when to be 'one of the crew' so that everyone feels comfortable and respected.","","Don't feel like you have to shoulder all of the work. Making decisions for the group and delegating tasks can feel 'bossy' and uncomfortable at first, but if you're conscious of your tone and remember to give positive feedback you shouldn't have to worry. The crew is there to work for you, let them do their share of the job. Of course, being superbly organized is a must so that you don't waste the crew's or your own time.","","",""
"2021/12/13 4:40:04 PM CST","Faculty Member",9,12,6,"Semi-remote (ie, wildlands near cities)","Mention it repeatedly and build trust with field crew to promote their communication with you","Check in about every team member's planned activities and whereabouts every morning, discuss specific weather or other challenges, and check in with crew","Build trust with field crew to promote healthy communication with you and with each other, making sure to spend one on one time with each member. I want everyone to feel comfortable coming to me with an issue and I state this bluntly, as well.","Check in with people and ask specifically how they are doing and if they have anything they wish to talk to you about.  Do this privately as much as is possible.","Debrief on everyone's experience.  this doesn't need to occur immediately, but over the next few months.  Include academic and interpersonal 'lessons' learned.","Usually I have less lead time for volunteers and seasonal assistants to get to know them ahead of time.  I always talk to them one on one at the start and tell them I want to hear from them about how things are going, including interpersonal interactions with the rest of the team, and they can feel comfortable coming to me.  I also ask grad students to do the same to act as a tiered system of management.","Clear work plan, focus on good morale","Less physical space in living quarters, larger research team, and one assistant with a very annoying personality to all... ","Interview prospective volunteers multiple times and take mentorship seriously. Make a mental note of where the professional/personal line is ahead of time and do not cross it.  You can know someone well from fieldwork and shared quarters, have a pleasant and personable interaction, but not cross that line. I don't mean only for a romantic purpose or in regards to harassment or any extreme case scenario like that, but also just how friendly to be with someone you are managing and whose respect you need to command at all times. Remember that the physical safety of your team can depend on your ability to take this seriously. Not everyone will respect your authority if you are 'friends.'  I tell my students we are 'friendly' but not friends as an example when I am talking to them bout mentorship, which helps to clarify bounds for them on both sides of their leadership structure. ","unsure... talk with others and think about positive experiences you had and how to replicate those relationships with other field members. ","unsure.","In this context, it can be ok to prefer hiring someone who you think will get along with the team (and is qualified) rather than the most qualified person.  I would not say this in any other context, but often resources, physical space, and mental space are limiting.  One person who clashes with the team can make things difficult for the whole team."
"2021/12/14 8:06:59 AM CST","Graduate Student",7,4,0,"Semi-remote (ie, wildlands near cities)","Makes a communication plan for checking in with technicians at certain times and buys bear spray for the crew ","Teaches technicians patiently how to walk in waders, discusses a safety plan for our remote living situation (e.g., locking the gate every night, setting mouse traps, dealing with hantavirus risks)","Openly discuss strategies for living in close quarters in the interview, figure out how to draw the line between friend and boss (especially if the age gap is minimal)","Host team-building dinners and activities, rotate who works with whom to foster building relationships","Touching base with past technicians every once in awhile, especially to let them know they can use you as a reference, PROOFING DATA IMMEDIATELY ","I cannot expect the same level of data ownership and hours put in from a volunteer. Often the technicians we pay are getting paid more than I am as a graduate student, so I make sure they are taking initiative to get tasks done and care about the data they collect. ","The whole crew took ownership of the project and worked together to problem solve rather than relying on one specific person to fix everything","Covid made it so that we had to drive and live separately, which made communication and training very difficult. Relationships were not fostered as quickly so the team dynamic was worse off and the data suffered because of it. ","Try to set boundaries early on so it's clear you're the boss and not just a friend to complain to. Find someone with lots of interviewing experience to ask about good interview questions and how to determine what a good tech looks like. ","There truly are not","Not that I know of. It's all trial by fire",""
"2021/12/14 8:30:30 AM CST","Graduate Student",2,1,0,"Urban areas","discusses appropriate clothing and things to bring, discuss general safety measures (what to do if someone is bugging you)","gets emergency contact info for all people, leads by example for taking breaks ","general discussions on when to bring questions, etc","asks direct questions of well being ","none","no","being direct and clear. faulting toward over communication. ","Given no support from department. Makes me constantly worry -- if I get injured during fieldwork, do I get workman's comp? What about during the one month I don't get paid by the department? If I didn't get emergency contact info for my students, what would I have done if there was a problem?
I want some institutional things in place, like how you have to do lab safety training every year. I participated in a meeting with our chair and a safety compliance officer and they were just like ""well we've always let the field ecologists do their own thing"" 
There needs to be support structures in place BEFORE there's some tragedy (either at my school or another) -- especially before a URM gets into some horrible incident in the field   ","Don't be afraid to ask the awkward questions -- make it comfortable so your undergrads can tell you if they have to go to the bathroom. Be explicit on what they need to wear in the field. Get emergency contact information (put yours on it as well) and keep it in the glove compartment of the car","https://academic.oup.com/jue/article/5/1/juz001/5307771?login=true","inquire if there's any in place -- there probably isn't. try to change that. ","always have some snack in the car to give out. definitely increases morale "
"2021/12/14 9:19:37 AM CST","Postdoctoral researcher",11,6,11,"Remote environments","Surveys group to gather anticipated concerns; make accomodations as possible to address those concerns; declare expectations and policies ot crew","Create and maintain communication channels (including ""above"" field leader) to hear concerns; reinforce expectations through own actions and by holding crew accountable; daily ""tailgate"" sessions","Create and maintain communication structures between crew, and outside crew in cases there are problems; implement relevant trainings (i.e., implicit bias, sexual harassment); collaborative identification of goals and means of communicatoion","Same as physical safety - lead by example, maintain communication structures, identify problems early and address directly","Solicit (anonymous) feedback from members; implement adaptive plannig for future field seasons","more that change by career stage - try to make individualized plans.  Ultimately these roles are transactional, so find out what crew members need/want/expect, develop explicit plan to mete those needs.  E.g., an undergrad volunteer may be expecting ""career currency"" but it's important to understand individual goals so that the relevant sills/resume lines are acquireed.","A supervisor who created clear roles and expectations, gave crew members enough space to learn and grow in a safe environment","A leader who did not take crew concerns seriously (let alone actively seek them out), dismissed and disparaged complaints, took safety shortcuts leading to injuries ","While there are idiosyncrasies to the field work element, much of this is a matter of personnel and project management - for which there are numerous resources.  take this element seriously - treat it like another technical aspect of your job/training, just like any other scientific skill like quant, writing, subject matter, etc.","https://zenodo.org/record/5604956#.Ybi03c_MI2x","Literally ANY policies - this has never been a formal element of any academic institution with which I've been involved, in stark contrast to the industry jobs I've held. Some things that might help: template field work policies/safety plans that students can adapt to their needs; explicit training on field safety; training on management/supervisions","Fieldwork is often a particularly challenging setting for personnel and project management - it is baffling that we ask graduate students to lead such endeavors without any training or education in these arenas at all, let alone specific to field work settings.

There are also very serious challenges in field work settings that are experienced differentially by different groups of people.  White men for instance may have real blindspots wrt how e.g., BIPOC feel in very remote situations.  Likewise, not all field works situations are equally safe for all people depending on location. Formal structures to identify, understand, and mitigate these concerns are essential."
"2021/12/14 10:58:53 AM CST","Graduate Student",0,2,0,"Remote environments","distribute a list of required items, ensure safe field living quarters, distribute training materials/modules about the work/field","meetings with the crew to discuss safe practices, supervise a training period, have check-ins with he crew","distribute training modules, set the tone for interpersonal communications early","Describe unacceptable behavior and penalize it, monitor early interactions, have one-on-one reporting set up throughout the season","has a follow-up meeting with employees to discuss room for growth, advocates for good crew members and fully articulates issues about unsafe or endangering crew members","I think that even though the experience is different, you have to assume that everyone needs the same level of comprehensive training and support structures. ","The leads identified metrics of success, described how we were going to meet them, and how the data we were collecting fit into to bigger picture of conservation/purpose of the study","Isolated conditions with the same crew led to ultimately feeling isolated an inability to communicate issues I had about relationships with crew members and a lead","Structure time to reassess progress and relationships continually over the season both with yourself and the crew members","I have not seen any","The DEI committee provides a framework for academic situations, but less so for field conditions. I think we need a fieldwork ethics module or at least set of resources for the department. ",NA
"2021/12/14 1:18:44 PM CST","Graduate Student",5,7,0,"Remote environments","Plan trip carefully (schedule, equipment list, know where local hospitals and grocery shops are, etc.), study local weather conditions and local hazards (ex. diseases, venomous animals, etc.), download/print maps","Always have water, never go anywhere in the field alone (always at least in pairs), wear protective equipment when needed.","Explain clearly what the work consists of (specific activities that will take place, hazards from the locality, housing conditions, working hours etc.), communicate expectations from the crew, be accessible to answer questions. ","Communicate the reasoning behind actions or decisions, be mindful that people have different degrees of knowledge/experience, listen to suggestions by field crew (people are more likely to be actively engaged if they feel like their opinions matter).","It depends, in some situations it is important to communicate the outcomes from the field season to the crew, and make sure to acknowledge other people's contributions to the results of the work.","I don't think there is too much difference.","Communication","Sexual harassment, sexism (specifically condescending attitudes toward women in the the field), lack of communication/organization","Research and plan as much as possible before going to the field. Don't make a tight schedule, include extra days in the planning in case there are delays. While in the field, know that a lot will not go as planned, so be flexible, resourceful and creative as you go. Safety should always come first. And lastly, don't get frustrated if things do not go as planned, that's the nature of the job!","No","No","Take detailed field notes! Sometimes you just know what's important after coming back from the field."
"2021/12/14 4:06:22 PM CST","Graduate Student",1.5,3,0,"Remote environments","Make sure crew/fellow lab members have necessary training; go over field plans and field conditions so everyone knows the situation they are going into and can adequately pack/prepare; create a non-judgemental conversation space where less experienced crew can ask questions about field gear/field safety stuff without feeling judged. ","Check in on the basics- make sure everyone is doing what they need to do to take care of themselves (i.e. getting enough water, or sleeping okay); Pause and take time for rest, especially in less than ideal conditions; and this last one goes along with the previous point- if conditions aren't ideal or it's already been an especially hard/long day, check in with the crew and call it for the day if needed. Pushing through seriously adverse conditions just to hit one more site/data point is not worth risking crew safety. ","Get to know the crew and start building trust/rapport; leader should do appropriate trainings (TitleIX, Safezone, etc.) so they are able to create a comfortable and trusting environment and are also able to handle a situation should it arise. ","Have candy or some sort of quick mood-boosting thing on hand; make all crew feel respected and necessary. ","Debrief with the crew- show appreciation for hard work, give credit in publications/presentations, ","I don't have experience working with various groups, but I'm not sure I would change my strategy. The only thing that might vary is making sure to be aware (and accepting) of varying education levels surrounding the field work topic. ","Keeping the field atmosphere overall light and fun. I think the key here was recognizing that everyone was going to feel tired and frustrated at points and allowing that to happen, but keeping lighthearted conversation rolling or figuring out how to make things into 'games'. ","Conflicting ideas about what should be done in a certain situation. ","Nothing is more important than the safety of your crew. Also, maintain your composure- the crew is looking to you for leadership and will feed off of your energy. ","Field safety workshops (i.e. wilderness first aid, bear safety, etc. ) ","PIs and departments could help connect grad field leaders with appropriate trainings. Also having lab/departmental support to help grad students handle any issues that happen (i.e. reporting misconduct, having lab policies or something in place before the field season that could help guide the grad leader on the appropriate course of action in handling a situation). ","None that I can think of right now. "
"2021/12/14 8:44:54 PM CST","Graduate Student",5,4,0,"Remote environments","check all field gear, firearm safety refresher, review safety protocols","instruct how to check/maintain field gear, firearm safety refreshers, review safety protocols (repeatedly)","Facilitates introductions, answers any and all questions, is warm and friendly - takes time to help others","Facilitates communication/bonding among members, admits wrong or uncertainty where necessary, respects others' comfort zones, answers any and all questions, is warm and friendly - takes time to help others","It is important to end on a good note - shows appreciation for the crew's hard work. A dinner out, etc.","As a leader, be the first one up and the last one to bed. Be easier on unpaid volunteers/interns. Provide opportunity, have reasonable expectations, understand volunteers/interns aren't being properly compensated. ---Make sure to work for a PI that understands not paying people promotes a system that recruits people from privileged backgrounds and generally excludes those that can't afford to work for less than a living wage.","There were a couple of years where the crew chemistry was just awesome and we had a blast hanging out together. ","Crew chemistry - conflicting personalities","When it's good, it's good. When it's bad, it blows really really bad. Be easy on yourself, be available, try and meet people where they are at while being professional and making decisions in the best interest of the group. People are more important than data. Not everyone will be happy all of the time.","nope","Would suggest spending a season on the project not as a crew leader before taking a lead role.","see above"
"2021/12/14 9:09:14 PM CST","Graduate Student",3,7,0,"Remote environments","create contigency plans for different types/severities of accidents or emergencies; ensure that there is a way to be reached (phone, radio), and reach help","familiarize yourself with local risks (e.g., venomous snakes); ensure that everyone has permission to be on private land, if applicable, before arriving","lead the crew in developing, as a group, a written social contract around how to interact with and treat others, respect boundaries, etc., that everyone signs; when hiring, include interview questions around how each candidate interacts with a group, if candidate has dealt with tough interpersonal dynamics before - look for red flags","try to be attentive to interpersonal and group dynamics, and intervene discreetly if you recognize problems or worrisome interactions; have check-ins with individual crew members partway through the season about how they're feeling about the work and the group dynamic","a crew leader could ask for feedback from crew members, about anything that didn't go well or could be improved then next year","NA; I have always (only) had paid assistants and strongly believe that all fieldwork should move toward being paid","making sure to express appreciation for work done well, and for effort even when fieldwork/data collection don't go as planned; listening to my (local) field techs and taking their advice was often helpful for building respect","One of my field techs was the only one of us who could comfortably drive a manual vehicle, and also happened to have a drinking problem. He would not listen to me when I asked, then demanded, that he not drink before driving into the field once every ~2 weeks. This turned into a very toxic, stressful dynamic that I did not handle very effectively. I tried many different tones and tactics to get him to comply, none of which really worked - and I couldn't afford to fire him and find someone else, because the training period had already ended and I couldn't spare the time on a tight field schedule to find someone new. I should have called on my PI earlier than I did to help me address the situation","Take a course in effective leadership styles! Having had zero formal training or much experience leading a team, especially in another country and language, before grad school made leading a field crew the most challenging part of my PhD. Figuring out what kind of leader to be, and what sort of relationship to foster with your crew members, is hard, but so important in shaping the crew dynamic. For example, I think I was too friendly and acted too much like a peer, which led to my crew members testing boundaries and not respecting my authority later on. Also, it's really important when working with local crew members in another country or culture to be prepared for cultural differences, and differences in expectations e.g. around things like money; try to consider power differences and how those might affect interpersonal dynamics.","https://www.nature.com/articles/s41559-020-01328-5 (Safe fieldwork strategies for at-risk individuals, their supervisors and institutions; Demery and Pipkin 2020)","https://www.nature.com/articles/s41559-020-01328-5 (Safe fieldwork strategies for at-risk individuals, their supervisors and institutions; Demery and Pipkin 2020)","Setting boundaries and clear expectations at the beginning of the field season is so important. If I could do my graduate fieldwork over again, I would be better about making expectations and boundaries clearer from the get-go, and co-develop a behavioral contract with my field crew"
"2021/12/15 8:44:18 AM CST","Graduate Student",4,3,2,"Remote environments","Emphasize that safety is more important than data, very regularly (e.g., multiple times during training, every time crew departs for the field). This empowers the crew to make safety-based decisions. If possible, the crew should get some level of wilderness first aid training "," Ensure the crew has a check-in/check-out procedure and multiple parties are aware of their itinerary. Maintain positive relationships with crew members so they feel comfortable bringing up any safety concerns. ","Gestures of kindness go a long way towards building trust, a key component of promoting positive interpersonal relationships. The crew leader should be involved in some amount of pre-season safety training with a focus on the improtance of positive interpersonal communications in a field setting. ","Conduct regular debriefs after field work to find out what went well and what could have gone better. Making sure crew members don't feel overworked also goes a long way to ensuring safe working conditions and making sure field crew feel cared about. ","Assuming you have a good rapport with your field crew, it can be helpful to provide space for a final debrief to allow field crew members to voice their suggestions for making the next field season even better. A successful field crew leader will openly listen to these suggestions and give serious consideration to implementing/addressing the following field season. ","Most of the field staff I've supervised were underpaid interns (e.g., AmeriCorps) or volunteers. Basically, the less someone is getting paid, the more I ensure they are enjoying themselves and getting type of experience they want. Unfortunately, this meant I had to absorb more of the workload and was a sign that another paid staff member was needed to manage crew work. ","Incorporating lessons learned from previous three field seasons helped dial in logistics and pre-emptively respond to safety challenges. My best field seasons involved leaders who 1) had worked at least three seasons of field work previously, 2) were understanding of others who didn't have previous experience and took the time to teach them, 3) treated others with respect and kindness, 4) possessed some trait that brought a sense of lightness and even fun when field challenges arose","Not having the right equipment for the field conditions (e.g., vehicle w/o 4wd, poorly equipped tires). Another example would be having a field leader who was far less experienced than field technicians. ","Emphasize that safety and well-being is more important than data. Every time. ","Some type of first-aid training, Leave No Trace training, sexual harassment training with field focus - https://training.ucr.edu/courses/sexualharassment-field. Also, every institution that sends students out into areas without cell service should equip those students with an InReach and a plan for daily check-ins. ","",""
"2021/12/15 2:45:59 PM CST","Graduate Student",2,3,0,"Remote environments","Buy & set up emergency devices (In-Reach, Spot); Make sure techs are prepared for all weather situations","Establish crew communication of daily activities - co-workers should know where you are going to be, and how long; model safe use of equipment ","Introduce crew & allow early bonding time; establish protocol for handling situations that may come later","Check in with each crew member individually; encourage rest/alone time if necessary","Host (as appropriate) celebration of everyone's hard work; serve as reference for future employment","N/A","Spending time upfront figuring out which people work well together; getting everyone comfortable asking questions of any kind, so make or hide errors that could have been avoided","A conflict between personalities led to issues in data collection as communication broke down. We needed to check on the crew more, but logistics were difficult.","Plan as much as you can ahead of time - get advice on protocols from other students/professors/professionals. But mentally prepare for the need to address problems on the fly while keeping everyone as calm as possible. Establish authority, but try to be approachable for all questions - to avoid later issues and errors. ","Not that I know of, but I hope some have been developed. A course or workshop on conflict management would be great. ","A good relationship with the people that handle your fieldwork paperwork (hiring, expenses, etc) can go a long way. Introduce yourself. ","Figure out your own stress management strategies/outlets ahead of time."
"2021/12/16 8:19:05 PM CST","Professional",2,4,0,"Remote environments","Creating an environment where it’s safe to voice concerns, research possible weather outcomes/safe routes/a way out in case of disaster/communication devices in order","Frequent check ins with field crews comfort, communicating all safety plans with crew in case something happens to lead","Vulnerability and clear communication (I.e. I don’t like to talk before morning coffee)","checking in with the mental state of the crew during dinner together, not let things that are bothering you build up and build resentment. Be clear and honest all the time. Also celebrating small successes together with extra beer or an evening at a lake","Gratitude for the crews hard work communicated to them","Volunteers I use more of a body to assist with wherever we can use them. With students I ask them what they want out of this experience and help them get that through fieldwork. ","Involving the crew in making decisions so it’s more of a group effort than a dictatorship. ","Negative attitudes, disrespect for equipment and sexual harassment that I didn’t nip in the butt immediately. ","Get used to delegating tasks and giving clear, concise directions. Know what you want out of your crew (attitudes and level of work) and demand that from them while also remaining empathetic about their own personal struggles. ","No","No","Experience and utilizing your own supervisors by asking for advice on how they would deal with a situation you’re dealing with. I wish I had been more upfront about my crew struggles with my supervisors so by the time my post interview came around it didn’t feel like a slap in the face to them. "
"2021/12/16 10:37:04 PM CST","Postdoctoral researcher",4,1,0,"Remote environments","Specific to montane environments where driving is necessary, a successful field crew leader makes sure each crew member is: comfortable with/has a past record of mountain driving, has appropriate clothing for the weather/predators, and has basic knowledge of typical problems in the area (in my case, snakes, thunderstorms, etc). ","Ensure that crew members are getting sufficient rest and breaks, that crew members do not work alone, and that safety or safety-related equipment is available and in good working order.","Organize sleeping accommodations that all crew are comfortable with, clearly convey expectations and norms, be straightforward with crew about any local safety issues (i.e. how to talk to ranchers)","Regular check-ins with crew about wellbeing, mediation of disagreements, an open-door policy regarding grievances","A successful crew leader should follow up with former crew members regarding publications, letters of recommendation, and any feedback they might have. Maintaining contacts near the field site may also be necessary.","I have never worked with volunteers, but I expect I'd have different expectations for data analysis vs. data collection for students vs. paid assistants. That is, I'd expect students to need to spend some time doing analyses, while paid crew might not. In terms of safety, everyone is the same, with some practical considerations for undergrads given different laws about chemical exposure, etc.","I would say all my field seasons have been successful, but have also been hard in different ways. I think having crew members who know how, or learn how, to support you and one another is the greatest form of success.","Interpersonal dynamics are always the hardest to manage. One time, despite clear communication about certain expectations, two crew members tried to argue against those expectations. These were expectations about norms of behavior--not workload or safety-related. That was really difficult and led to long-term resentments.","Choose your crew members wisely. Don't hire your friends. Prioritize safety first, then happiness, then the work. Think creatively about how to obtain useful data with minimal effort. Be sure to explore the various safety issues of your study area well in advance of the start of the season. Expect to do everything yourself, so that you're capable of stepping in when something is going wrong, no matter the situation.","I've really appreciated the recent literature on fieldwork safety for biologists of color and women. I think it's important to be aware of the stats on sexual harassment in the field.","Following university policy on field safety plans is both good preparation and an important hoop to jump through.","Fieldwork changes so rapidly that it's hard to be fully prepared for any situation. I always wish I had taken a wilderness safety course before my field seasons, so I'd recommend one!"
"2021/12/17 12:00:53 PM CST","Graduate Student",7,10,2,"Semi-remote (ie, wildlands near cities)","Customize safety plans for members, get training in first aid and defensive driving","Risk assessments involving the whole team, prioritize physical safety over data collection","Gain training in leading diverse teams, learn and practice anti-microagression tactics, gain training to be mediator / conflict manager","Be ready to intervene and mediate conflict so that least powerful / most vulnerable do not have to defend themselves, keep frustrated feelings away from team members who have less power, have systems in place for reporting an issue","Ideally check outs with team members, reflect and improve team and leader practices ","More supervision and hands on time with less experienced people","Leader had good attitude and was well prepared which limited frustration of the team","Too large a team with lack of communication and some poor attitudes / bad fit with current ability that caused frustration across the team","Become trained in culturally responsible mentoring. Make safety plans individualized. Invest time early in training your group. Use data validation to limit data entry errors. Create systems and delegate responsibility to teammates within those systems. Write out expectations both for what your team can expect from you and what you expect from them. Mentoring-type contracts can be useful ","Demery, AJ.C., Pipkin, M.A. Safe fieldwork strategies for at-risk individuals, their supervisors and institutions. Nat Ecol Evol 5, 5–9 (2021).","",""
